"povpr_poraba_za_vsak_dan_ts" "arima_model$fitted" "holt_model$fitted" "se_model$fitted" "naive_mod$fitted"
"45" 61.4258916666667 77.2374796139135 90.8240617831883 88.9905830926289 75.2990489583333
"46" 106.989555208333 77.0483093591914 89.7158241567354 87.7429728398896 61.4258916666667
"47" 106.123326041667 112.348332059029 90.7021407852803 88.6140957239443 106.989555208333
"48" 107.069990625 94.8697605555168 91.606929051635 89.4065840171884 106.123326041667
"49" 106.926877083333 95.7255592082262 92.515141418678 90.2060505100893 107.069990625
"50" 101.349783333333 88.8541924894678 93.3776521876313 90.9628547254778 106.926877083333
"51" 72.70508125 88.932841898065 93.9522001906083 91.4329792926415 101.349783333333
"52" 61.7946416666667 72.2725554452168 93.2143954695201 90.585332669315 72.70508125
"53" 98.84466875 81.5339261774708 92.0172949886755 89.2822322382861 61.7946416666667
"54" 98.2562385416667 107.791603063094 92.5359266549774 89.7150393264853 98.84466875
"55" 100.692739583333 97.8367792147874 93.0054883055243 90.1016240172725 98.2562385416667
"56" 94.3155510416667 96.5523415593232 93.5640187264389 90.5809903255678 100.692739583333
"57" 87.4103770833333 88.776240634396 93.8116179209486 90.7500209222424 94.3155510416667
"58" 63.9647875 87.5353127782905 93.7378376247128 90.598864726458 87.4103770833333
"59" 50.2537760416667 76.003798540701 92.6130586225569 89.3933751635064 63.9647875
"60" 92.363190625 79.7674338656133 90.9196611441292 87.6218710172087 50.2537760416667
"61" 99.935175 110.237022791339 91.1905813209549 87.8364687017168 92.363190625
"62" 99.485525 100.488616491114 91.7897648823542 88.3840703341589 99.935175
"63" 98.58816875 94.5023007799333 92.3426870047608 88.8865351884681 99.485525
"64" 103.212298958333 88.3808305826374 92.8312013683121 89.3256424983466 98.58816875
"65" 68.7812614583333 91.3326358077604 93.5062000737692 89.954168851427 103.212298958333
"66" 59.4662458333333 68.1890783150546 92.6045273622187 88.9958582381966 68.7812614583333
"67" 99.4041854166667 78.3836016696028 91.3222759056662 87.6593133581395 59.4662458333333
"68" 99.238525 105.460880827352 91.8891979639374 88.1909000380298 99.4041854166667
"69" 97.6124052083333 94.5904595884114 92.4240050370528 88.690928496828 99.238525
"70" 106.140055208333 90.4801232703416 92.862432268535 89.0947249929631 97.6124052083333
"71" 101.204583333333 92.8469774028698 93.6649182134568 89.8662166236654 106.140055208333
"72" 75.855346875 86.9122008140907 94.2108608679191 90.3794043948507 101.204583333333
"73" 58.4541697916667 73.7340829753916 93.5937954923371 89.7220285224666 75.855346875
"74" 100.560492708333 74.6116936814871 92.2205954131487 88.3068085756543 58.4541697916667
"75" 110.220284375 108.195749553273 92.7979059402416 88.8614246865881 100.560492708333
"76" 115.719885416667 100.114217817521 93.7842286156403 89.8281517187283 110.220284375
"77" 110.46488125 98.7253773048283 94.9751259580838 91.0000419432029 115.719885416667
"78" 111.588086458333 87.9070554664053 95.8785299357323 91.8810433921873 110.46488125
"79" 80.9298677083333 91.6910721659929 96.7933610410726 92.7730072672967 111.588086458333
"80" 61.3629520833333 72.148621079477 96.2908304392334 92.2369728851209 80.9298677083333
"81" 107.1102125 77.051338750173 94.9299359791254 90.8395785047392 61.3629520833333
"82" 103.733869791667 112.011285068131 95.6826485921737 91.5760064762106 107.1102125
"83" 104.55410625 97.9894886357588 96.2510142865085 92.1262856246097 103.733869791667
"84" 113.148966666667 97.9339581499906 96.8315044966863 92.6887833573737 104.55410625
"85" 107.438885416667 98.6042411761536 97.773000922515 93.614835242923 113.148966666667
"86" 81.4085041666667 93.4014770714247 98.4171988150214 94.240527962084 107.438885416667
"87" 104.197007291667 79.0824967077916 97.8635740804061 93.6597355199282 81.4085041666667
"88" 103.045207291667 104.171933395398 98.3572731257334 94.1366647949622 104.197007291667
"89" 102.605865625 95.8316075036869 98.7776547156436 94.5398758733704 103.045207291667
"90" 104.583753125 99.2217986032396 99.1598680541367 94.9049520266679 102.605865625
"91" 90.0382447916667 96.774935142362 99.6141758244145 95.3430259124916 104.583753125
"92" 67.2839010416667 90.8171409241557 99.3949153370802 95.1029252992612 90.0382447916667
"93" 53.157140625 81.6431773993694 98.1619421957838 93.8438036443645 67.2839010416667
"94" 54.8410416666667 85.5903480605036 96.3462948792672 92.0022775721773 53.157140625
"95" 102.200692708333 93.4495137957473 94.6834211759548 90.320316464624 54.8410416666667
"96" 99.2705572916667 122.996709965062 95.2195310007266 90.8580362228104 102.200692708333
"97" 98.9553479166667 100.410861404663 95.6006151246882 91.2387967898235 99.2705572916667
"98" 98.3959833333333 98.1267838360294 95.9508120455024 91.5880569412565 98.9553479166667
"99" 64.445671875 90.0505947132484 96.260467600412 91.8961916718578 98.3959833333333
"100" 55.6313114583333 72.7117903407549 95.030681558032 90.6537489609148 64.445671875
"101" 108.106827083333 78.3620661817125 93.4568536845462 89.0685923767571 55.6313114583333
"102" 114.706288541667 115.647528003001 94.3081315015537 89.930285201354 108.106827083333
"103" 111.326984375 99.9171476583168 95.4192049438638 91.051676161681 114.706288541667
"104" 104.641136458333 93.6106579767031 96.3305149804104 91.9693603836258 111.326984375
"105" 103.32571875 84.0270562333478 96.9019899452184 92.5428998260565 104.641136458333
"106" 72.0546208333333 88.2717644414739 97.3894966404154 93.0309428530963 103.32571875
"107" 58.2235270833333 69.7768414507759 96.4503739763165 92.0815299243534 72.0546208333333
"108" 108.268944791667 78.6502602253813 94.9293363760641 90.5490770182438 58.2235270833333
"109" 107.501283333333 113.668505073216 95.7219375933056 91.3510990096993 108.268944791667
"110" 104.65055 98.9104155605137 96.4457526060684 92.082075287809 107.501283333333
"111" 115.574776041667 94.4618088384982 97.0101008494817 92.6509391894544 104.65055
"112" 109.087435416667 97.48911710228 98.0408555476415 93.6884989229185 115.574776041667
"113" 71.3192583333333 90.5883113694464 98.7355940392453 94.3854728434314 109.087435416667
"114" 56.937609375 70.5542563712888 97.7028652708794 93.3414689302377 71.3192583333333
"115" 103.069859375 78.8304182685071 96.0674775504347 91.6937875642995 56.937609375
"116" 66.924278125 114.102695890046 96.5747511530167 92.2086819125657 103.069859375
"117" 111.625082291667 79.7054071990691 95.4354994849624 91.0642801519113 66.924278125
"118" 110.01599375 118.294720205373 96.3533926633404 91.9948861637 111.625082291667
"119" 108.702882291667 94.9416782851493 97.1593390633124 92.8105426222812 110.01599375
"120" 61.6405864583333 98.3989475396516 97.8714185981421 93.5298485490243 108.702882291667
"121" 60.1427697916667 62.3411540909544 96.4376118257486 92.086503157566 61.6405864583333
"122" 111.367620833333 86.9717585399475 94.9973052667483 90.6406923323257 60.1427697916667
"123" 116.200664583333 113.906671870118 95.9202077930387 91.578817418003 111.367620833333
"124" 121.488564583333 105.580144991289 97.0204740358872 92.6932310891066 116.200664583333
"125" 114.681708333333 98.5518471019762 98.310965875703 93.9965416447476 121.488564583333
"126" 107.562460416667 90.9670677753835 99.239999503729 94.9327765418302 114.681708333333
"127" 73.698571875 87.386191870634 99.808970293531 95.5044108419428 107.562460416667
"128" 56.6474177083333 72.5282283750185 98.8313172191522 94.5174530035861 73.698571875
"129" 112.072145833333 78.5335337767171 97.1286896859254 92.8034108046064 56.6474177083333
"130" 111.142435416667 120.990922825999 97.9892191363592 93.6755363440388 112.072145833333
"131" 115.776585416667 102.526251535234 98.7707873029227 94.4661086754978 111.142435416667
"132" 104.203140625 104.165626726208 99.7268106829392 95.4306458387182 115.776585416667
"133" 103.431102083333 89.0619243580623 100.121444553312 95.8276992382407 104.203140625
"134" 67.186515625 95.8619216967958 100.464094329664 96.1718381657786 103.431102083333
"135" 56.0511708333333 72.8944762360521 99.1627985445377 94.859928483134 67.186515625
"136" 109.406571875 86.1628520855761 97.4162204229656 93.1033986097628 56.0511708333333
"137" 111.778809375 120.645108907193 98.14168353831 93.8412993467446 109.406571875
"138" 120.008767708333 107.03478779648 98.9423538120163 94.653172081833 111.778809375
"139" 119.665826041667 105.630035529789 100.078269378011 95.8007960685879 120.008767708333
"140" 108.097240625 97.5145793443816 101.14982988717 96.880955306224 119.665826041667
"141" 82.5592927083333 90.5692632478101 101.655285066001 97.3886175305206 108.097240625
"142" 60.7939947916667 79.2791049649003 100.991011616378 96.7174249021158 82.5592927083333
"143" 127.012338541667 79.909496668867 99.3765219123871 95.0914883361383 60.7939947916667
"144" 118.74563125 129.337629196108 100.80650555189 96.5362634427103 127.012338541667
"145" 115.1091 101.990736737517 101.803471269901 97.541485469507 118.74563125
"146" 121.188802083333 102.179358933592 102.593995713338 98.336616300675 115.1091
"147" 125.480109375 99.6252300225734 103.623553038481 99.3709330227223 121.188802083333
"148" 92.00475625 104.46856755807 104.801557009721 100.552664956677 125.480109375
"149" 69.3903458333333 80.6077446091561 104.424381085488 100.165776586438 92.00475625
"150" 113.22539375 84.9611836243963 103.046556118005 98.7728445072541 69.3903458333333
"151" 117.113682291667 119.293002200873 103.697151245445 99.4269838311751 113.22539375
"152" 108.526094791667 111.223355053222 104.494270286127 100.227504540637 117.113682291667
"153" 111.476159375 102.672445705093 104.870970441567 100.603108465255 108.526094791667
"154" 105.03873125 104.341930173582 105.363724023585 101.095235497766 111.476159375
"155" 63.5959197916667 100.127097079778 105.545687023672 101.273722739147 105.03873125
"156" 57.138096875 79.1962945715716 103.856947675884 99.568381201614 63.5959197916667
"157" 106.9039125 93.1297330083558 101.949684701615 97.6479367847153 57.138096875
"158" 116.562046875 126.759473118292 102.360003125345 98.0668730979518 106.9039125
"159" 112.127686458333 116.052584886123 103.186425483652 98.9039863481552 116.562046875
"160" 118.270128125 105.377287175592 103.777841842227 99.5025065195462 112.127686458333
"161" 108.648758333333 104.47372245993 104.619622407929 100.3519510779 118.270128125
"162" 69.4344385416667 95.8794234143567 104.992625039529 100.727474302047 108.648758333333
"163" 57.5560760416667 76.3877541995026 103.586926401754 99.3111148133563 69.4344385416667
"164" 107.98883125 86.4403914449837 101.70701720878 97.4212328019793 57.5560760416667
"165" 119.000077083333 123.281786319341 102.173502006584 97.899534697939 107.98883125
"166" 128.874569791667 113.479935608787 103.114509845642 98.8545699860751 119.000077083333
"167" 129.307497916667 111.874389628348 104.458682424754 100.213310374854 128.874569791667
"168" 127.220213541667 101.695395016111 105.764478547936 101.530147415087 129.307497916667
"169" 93.6816666666667 100.100882492936 106.920270249146 102.692909928832 127.220213541667
"170" 84.0556395833333 79.546623839178 106.519000213165 102.285050493365 93.6816666666667
"171" 133.883970833333 90.8342017512551 105.701834097121 101.459965982122 84.0556395833333
"172" 142.1043125 125.117404588592 107.158494143879 102.927514457892 133.883970833333
"173" 147.505725 116.073902191763 108.921940798598 104.700702270936 142.1043125
"174" 126.505659375 113.410279062994 110.852376824711 106.638107787299 147.505725
"175" 75.2602010416667 95.5948392362568 111.756145591402 107.537336466286 126.505659375
"176" 73.082434375 76.0898483193411 110.317827673809 106.076435472964 75.2602010416667
"177" 65.8755229166667 96.9860899926772 108.842628384448 104.583088298762 73.082434375
"178" 115.300338541667 100.999312638402 107.106115165288 102.831138506072 65.8755229166667
"179" 131.246271875 137.608867120676 107.664559841274 103.395509119458 115.300338541667
"180" 127.142370833333 125.642295498132 108.915357085872 104.656067295984 131.246271875
"181" 107.98911875 115.483836141851 109.927865620741 105.673823758623 127.142370833333
"182" 103.42958125 96.8428170430478 110.035922157063 105.778616724548 107.98911875
"183" 71.15730625 103.172976369287 109.934017256416 105.672296624795 103.42958125
"184" 62.6764552083333 85.0476058242843 108.385674722818 104.110107692607 71.15730625
"185" 114.977765625 98.2357139653563 106.521898825331 102.234772001415 62.6764552083333
"186" 128.312520833333 131.185035710967 107.087799258331 102.811534833608 114.977765625
"187" 138.595773958333 122.906181525722 108.228393715948 103.965739359121 128.312520833333
"188" 142.62668125 117.883381188076 109.78199326469 105.533135327792 138.595773958333
"189" 131.105166666667 110.442796126519 111.449962900153 107.212032707336 142.62668125
"190" 82.5006302083333 100.360074739679 112.528464969477 108.293463964341 131.105166666667
"191" 75.7816333333333 76.0537526864928 111.376114172668 107.126050067196 82.5006302083333
"192" 133.726136458333 94.4540798965624 109.970588483751 105.707365015403 75.7816333333333
"193" 136.389211458333 134.9274536322 111.228768457806 106.975527462106 133.726136458333
"194" 135.195305208333 119.610357175865 112.552461752368 108.306825286465 136.389211458333
"195" 133.743101041667 114.681662582564 113.765527005805 109.523829413691 135.195305208333
"196" 119.052726041667 109.296612527457 114.861075986506 110.620022043965 133.743101041667
"197" 70.6347729166667 103.145484820992 115.249183406544 111.001696114002 119.052726041667
